          12      13      13     0.0262      0.0538     1000
          12      14      14     0.0786      0.1614     1000
          0       15      15     0.1134      0.3864     1000
          15      16      16     0.0524      0.1076     1000
          16      17      17     0.0524      0.1076     1000
          17      18      18     0.1572      0.3228     1000
          18      19      19     0.0393      0.0807     1000
          19      20      20     0.1703      0.3497     1000
          20      21      21     0.2358      0.4842     1000
          21      22      22     0.1572      0.3228     1000
          21      23      23     0.1965      0.4035     1000
          23      24      24     0.1310      0.2690     1000
          0       25      25     0.0567      0.1932     1000
          25      26      26     0.1048      0.2152     1000
          26      27      27     0.2489      0.5111     1000
          27      28      28     0.0486      0.1656     1000
          28      29      29     0.1310      0.2690     1000
          0       30      30     0.1965      0.3960     1000
          30      31      31     0.1310      0.2690     1000
          31      32      32     0.1310      0.2690     1000
          32      33      33     0.0262      0.0538     1000
          33      34      34     0.1703      0.3497     1000
          34      35      35     0.0524      0.1076     1000
          35      36      36     0.4978      1.0222     1000
          36      37      37     0.0393      0.0807     1000
          37      38      38     0.0393      0.0807     1000
          38      39      39     0.0786      0.1614     1000
          39      40      40     0.2096      0.4304     1000
          38      41      41     0.1965      0.4035     1000
          41      42      42     0.2096      0.4304     1000
          0       43      43     0.0486      0.1656     1000
          43      44      44     0.0393      0.0807     1000
          44      45      45     0.1310      0.2690     1000
          45      46      46     0.2358      0.4842     1000
          0       47      47     0.2430      0.8280     1000
          47      48      48     0.0655      0.1345     1000
          48      49      49     0.0655      0.1345     1000
          49      50      50     0.0393      0.0807     1000
          50      51      51     0.0786      0.1614     1000
          51      52      52     0.0393      0.0807     1000
          52      53      53     0.0786      0.1614     1000
          53      54      54     0.0524      0.1076     1000
          54      55      55     0.1310      0.2690     1000
          0       56      56     0.2268      0.7728     1000
          56      57      57     0.5371      1.1029     1000
          57      58      58     0.0524      0.1076     1000
          58      59      59     0.0405      0.1380     1000
          59      60      60     0.0393      0.0807     1000
          60      61      61     0.0262      0.0538     1000
          61      62      62     0.1048      0.2152     1000
          62      63      63     0.2358      0.4842     1000
          63      64      64     0.0243      0.0828     1000
          0       65      65     0.0486      0.1656     1000
          65      66      66     0.1703      0.3497     1000
          66      67      67     0.1215      0.4140     1000
          67      68      68     0.2187      0.7452     1000
          68      69      69     0.0486      0.1656     1000
          69      70      70     0.0729      0.2484     1000
          70      71      71     0.0567      0.1932     1000
          71      72      72     0.0262      0.0528     1000
          0       73      73     0.3240      1.1040     1000
          73      74      74     0.0324      0.1104     1000
          74      75      75     0.0567      0.1932     1000
          75      76      76     0.0486      0.1656     1000
          0       77      77     0.2511      0.8556     1000
          77      78      78     0.1296      0.4416     1000
          78      79      79     0.0486      0.1656     1000
          79      80      80     0.1310      0.2640     1000
          80      81      81     0.1310      0.2640     1000
          81      82      82     0.0917      0.1883     1000
          82      83      83     0.3144      0.6456     1000
          
           5      55      84     0.1310      0.2690     1000
           7      60      85     0.1310      0.2690     1000
          11      43      86     0.1310      0.2690     1000
          12      72      87     0.3406      0.6994     1000
          13      76      88     0.4585      0.9415     1000
          14      18      89     0.5371      1.0824     1000
          16      26      90     0.0917      0.1883     1000
          20      83      91     0.0786      0.1614     1000
          28      32      92     0.0524      0.1076     1000
          29      39      93     0.0786      0.1614     1000
          34      46      94     0.0262      0.0538     1000
          40      42      95     0.1965      0.4035     1000
          53      64      96     0.0393      0.0807     1000
          ;
             
#--------------------------------------------------------------------------------		   
#fixar a magnitude de tensao da subestaçaoao no valor nominal
fix  { i in Ob: i == Barra_SE}
      Vsqr[i] := Vnom^2;

#--------------------------------------------------------------------------------
#fixar a injecao de potencia ativa no no de carga igual a zero
    fix  {i in Ob: i != Barra_SE }
   PS[i] := 0;

#--------------------------------------------------------------------------------
#fixar a injecao de potencia reativa no no de carga igual a zero
    fix  {i in Ob: i != Barra_SE }
   QS[i] := 0;

#--------------------------------------------------------------------------------
#normalizacao e calculo da impedancia ao quadrado

for {(i,j) in Ol} {
let R[i,j] := R[i,j] / 1000;
let X[i,j] := X[i,j] / 1000;
let Z2[i,j] := (R[i,j])^2 + (X[i,j])^2 ;
};

#--------------------------------------------------------------------------------

let Vmax   := Vnom * 1.0;
let Vmin   := Vnom * 0.9285;


# Linearizacao
for{(i,j) in Ol}{
let DS[i,j] := (Vmax * Imax[i,j]) / Y;

for {y in 1..Y}{
let ms[i,j,y] := (2*y-1)*DS[i,j];
}
let ms[i,j,1] := ms[i,j,1] * 5/6;
}
